seqname,tax_id
260322,f__Ruminococcaceae
4365597,c__Gemmatimonadetes
2135976,g__RFN20
4365598,g__Spirochaeta
821395,s__calida
215148,o__Rhodophyta
2135972,g__Syntrophomonas
260329,o__A-2AF
860508,g__Capnocytophaga
1528652,o__Acidobacteriales
587849,f__A4b
2755953,o__Chlamydiales
587845,o__Bacteroidales
148473,f__Lachnospiraceae
578427,c__TM1
195465,f__Lachnospiraceae
4362646,g__Sporanaerobacter
195466,f__S24-7
835499,g__Wolbachia
300096,f__DHVEG-1
4362643,o__MBA08
578519,c__Alphaproteobacteria
559317,f__Sphingomonadaceae
293006,f__Ruminococcaceae
578423,c__RB25
806347,s__boronitolerans
635283,f__Rhodospirillaceae
162529,f__Desulfobacteraceae
4395236,g__Flavisolibacter
427183,g__Brevibacterium
301012,o__Clostridiales
1079050,g__Brevibacterium
833898,f__Francisellaceae
671325,p__OD1
357312,f__Lachnospiraceae
3571896,f__Clostridiaceae
664795,f__Ruminococcaceae
12257,s__chocolatum
895733,s__adhaesivum
12253,g__Microbacterium
176156,s__transvaalensis
176157,g__Blautia
176154,f__S24-7
772540,o__HOC36
305381,g__Thalassospira
176151,s__prausnitzii
4436874,p__Fibrobacteres
391888,g__Corynebacterium
1646166,g__Coprococcus
831036,o__HTCC2188
4449002,c__TM7-1
4357957,f__Rhodobacteraceae
4449005,f__Piscirickettsiaceae
1132745,f__Gaiellaceae
308843,f__Ruminococcaceae
1135287,p__WPS-2
2909029,g__Pyrobaculum
665978,s__ananatis
3585003,f__Veillonellaceae
817451,g__Euzebya
152229,f__Sphingomonadaceae
152220,f__Haloplasmataceae
152221,o__Bacteroidales
152225,f__Desulfurellaceae
8898,s__vacuolate
8897,g__Glaciecola
1032575,g__Aequorivita
870034,g__Streptococcus
350845,g__Congregibacter
654414,f__OPB35
827726,g__Pseudoalteromonas
639631,f__Ellin6075
827723,g__Hydrocoleum
827729,g__Planctomyces
466222,g__Alloiococcus
543096,f__Beijerinckiaceae
3166831,f__At425_EubF1
513742,f__Ruminococcaceae
9213,g__Vibrio
2819697,g__Luteimonas
4438664,o__Clostridiales
4438665,f__[Mogibacteriaceae]
157764,o__Bacteroidales
3734847,o__Bacteroidales
546434,f__Burkholderiaceae
559757,f__Rhodobacteraceae
584437,f__Christensenellaceae
671213,g__Octadecabacter
13120,g__Mycobacterium
775016,f__SHBZ1169
168572,s__johnsonii
168571,s__barnesiae
1106381,o__Methylococcales
4153756,o__CCU21
4397548,g__Fluviicola
292415,o__Bacteroidales
1136733,f__Chitinophagaceae
1136736,f__Pelobacteraceae
3642951,o__SBla14
4069756,o__Solibacterales
4377603,o__Clostridiales
256053,g__TG5
4301737,g__Porphyromonas
4377604,o__Clostridiales
4377605,o__Spirobacillales
4438668,o__Sphingobacteriales
4069758,f__Rhodospirillaceae
4309509,g__Coprococcus
2582029,p__NKB19
1137103,c__SAR202
288779,f__Ruminococcaceae
178742,f__Ruminococcaceae
283909,c__SBRH58
421722,g__Geobacillus
4481613,s__aerofaciens
913278,f__Nostocaceae
4406795,g__Odoribacter
4406794,g__Candidatus_Solibacter
280545,f__Chitinophagaceae
3222157,o__Bacteroidales
540546,g__Clostridium
193041,g__Blautia
4420771,f__Lentisphaeraceae
3733204,f__Marine_group_II
879972,g__Streptococcus
576724,g__Bacillus
1108062,g__Sphingomonas
156418,f__Micrococcaceae
263001,c__RB25
156411,o__Bacteroidales
4417020,o__SB-45
156413,g__Luteolibacter
4453876,f__Flavobacteriaceae
1144664,f__Ruminococcaceae
4453874,c__Alphaproteobacteria
319525,f__S24-7
2699610,f__Ruminococcaceae
1684221,s__C21_c20
319521,g__Ruminococcus
4410557,o__SB-45
918577,g__Geosporobacter_Thermotalea
4445445,f__Desulfobulbaceae
169222,f__Rhodocyclaceae
253105,f__Desulfovibrionaceae
268923,o__Clostridiales
4294819,c__Deltaproteobacteria
351338,o__RB41
150819,f__NB1-i
1105573,o__B07_WMSP1
2724174,g__Roseburia
2724175,f__Lachnospiraceae
1105574,f__Oxalobacteraceae
255811,g__Kouleothrix
843811,c__Alphaproteobacteria
1680753,o__SHA-43
953256,s__plantarume1
145549,f__Mycoplasmataceae
509188,g__FFCH10602
1980148,g__Octadecabacter
807283,f__Ellin6075
74063,f__Rhodospirillaceae
74066,c__3BR-5F
509184,o__Methylococcales
1129872,g__Bacillus
196176,g__Dorea
1912118,f__Lachnospiraceae
1912119,o__Clostridiales
1108685,f__0319-6A21
341843,c__Betaproteobacteria
4016971,c__TM7-3
1119508,o__S1198
929493,g__Prevotella
365415,g__Steroidobacter
580181,o__S0208
1820255,f__Pirellulaceae
2600155,g__Blautia
1104782,o__Ellin6067
220629,f__[Chthoniobacteraceae]
1104783,g__Thermus
220622,f__Desulfovibrionaceae
2409040,o__MSBL9
260290,o__Clostridiales
2409047,o__S-BQ2-57
2409045,o__S-70
291781,f__Lachnospiraceae
2853123,f__Bacteroidaceae
368950,g__Blautia
350065,f__Thiotrichaceae
250458,f__Gemmataceae
1529382,o__Bacteroidales
540616,s__mobilis
331965,f__Lachnospiraceae
1505226,f__JTB38
760901,f__Lactobacillaceae
4475545,c__TM7-1
1816268,f__Acidobacteriaceae
4475541,o__Bacteroidales
348053,g__Desulfovibrio
1068572,s__durum
3885653,c__BME43
4316018,c__SBRH58
342034,c__Alphaproteobacteria
4316017,f__Coxiellaceae
307760,f__ACK-M1
4316015,f__Pirellulaceae
4316012,g__Leptolyngbya
4316013,f__Pirellulaceae
1107555,f__Piscirickettsiaceae
697299,o__Myxococcales
4450759,f__Lachnospiraceae
816795,o__iii1-15
75332,s__hongkongensis
816797,p__OD1
4352040,f__HTCC2089
4414709,c__TM1
4414708,c__TM1
114600,g__Acholeplasma
114601,f__[Mogibacteriaceae]
4414707,c__4-29
4414706,g__Candidatus_Koribacter
209202,g__Cohnella
956334,f__Nocardiopsaceae
1013954,f__Chitinophagaceae
297067,f__Synergistaceae
297064,f__RFP12
297065,f__Ruminococcaceae
3713564,o__Bacteroidales
4440164,f__Ruminococcaceae
535087,f__Syntrophobacteraceae
3585,s__succinogenes
4440162,f__Rikenellaceae
105782,o__Myxococcales
3710033,c__Chloroplast
408328,c__Alphaproteobacteria
4398600,s__halotolerans
675305,o__Sphingobacteriales
2898995,g__Sulfurimonas
4344271,s__frigidarium
353850,o__Clostridiales
3128223,o__YS2
301360,f__Mycoplasmataceae
534938,f__VC21_Bac22
4328127,f__SB-1
332266,o__Clostridiales
4405486,g__Planctomyces
186214,o__B110
235519,o__SC-I-84
261110,g__Sodalis
340681,o__Clostridiales
340680,g__Ruminococcus
4401901,f__[Exiguobacteraceae]
564557,o__Bacteroidales
340688,f__Lachnospiraceae
4346697,g__Staphylococcus
341737,o__Clostridiales
4347568,s__faecis
2120211,s__kestanbolensis
4483911,f__Xanthomonadaceae
261114,f__Lachnospiraceae
4347565,g__Blautia
1742485,f__NB1-i
1742484,o__NB1-j
343349,o__FAC87
1742480,f__JdFBGBact
1121316,p__OD1
1742482,o__NB1-j
4340699,f__RB40
4309959,f__Pelagibacteraceae
297686,o__OPB11
113380,f__SHA-31
1106681,o__Stramenopiles
1106683,o__Clostridiales
1113104,f__Cytophagaceae
1113105,g__Adhaeribacter
113389,g__Tannerella
1106689,o__Sva0725
484444,s__coleohominis
810792,f__OM60
275845,g__Lactobacillus
885371,g__Deinococcus
4465266,o__OPB11
199047,f__Ruminococcaceae
346271,g__RFN20
2651346,f__Syntrophobacteraceae
349503,o__Clostridiales
4465268,p__WPS-2
4465269,o__OPB11
295683,f__Lachnospiraceae
295687,f__kpj58rc
517432,c__Deltaproteobacteria
517436,g__Pseudomonas
194558,f__Acetobacteraceae
194559,o__Clostridiales
4467682,f__Syntrophobacteraceae
81611,f__Comamonadaceae
3076935,o__B110
676659,p__GAL15
4345582,o__BA021
3076936,o__B110
194556,o__Clostridiales
194557,g__Coprococcus
3076933,o__SHA-20
3076932,o__Thiohalorhabdales
33773,g__Streptomyces
566711,p__NKB19
722551,o__Sediment-1
4329293,p__WPS-2
4340036,s__torques
4435922,f__Comamonadaceae
383162,f__Clostridiaceae
4340031,g__Ardenscatena
647280,f__Saprospiraceae
4349788,s__viridiflava
669776,f__PRR-10
298557,g__Dorea
298556,f__Ruminococcaceae
4337150,g__Saccharopolyspora
827077,o__Stramenopiles
298553,f__Ruminococcaceae
550944,g__G07
113920,o__Methylococcales
39529,o__OPB95
691297,c__Deltaproteobacteria
113928,f__Lachnospiraceae
3296136,f__Spirochaetaceae
537241,o__GMD14H09
537240,f__Flavobacteriaceae
31735,g__Blautia
537245,c__ABY1
107146,o__Stramenopiles
112033,o__Clostridiales
142273,g__Gallionella
142275,g__Candidatus_Phytoplasma
640392,g__Streptococcus
142277,f__Ruminococcaceae
4438862,g__Psychroflexus
11591,p__Actinobacteria
3333615,g__Lysobacter
822727,g__Alteromonas
1117911,o__Myxococcales
822723,g__Flavobacterium
1119970,f__Rhodospirillaceae
3614443,g__Streptacidiphilus
133843,f__Lachnospiraceae
4418348,g__Promicromonospora
331108,c__TM7-1
827561,o__NKB15
811468,g__Stenotrophomonas
331103,g__Oscillospira
713291,p__Acidobacteria
811462,f__[Mogibacteriaceae]
331107,f__Lachnospiraceae
1085849,o__Myxococcales
617806,f__Ruminococcaceae
498383,g__Corynebacterium
271651,o__Clostridiales
992225,f__Patulibacteraceae
511873,f__[Chthoniobacteraceae]
723205,g__Halorhodospira
511876,f__Cytophagaceae
4466550,o__WD2101
769642,o__Solibacterales
4446637,g__Rhodoplanes
112990,g__Thiomicrospira
1921136,f__Chitinophagaceae
4420121,o__Bacteroidales
217917,f__[Kouleothrixaceae]
273651,o__Clostridiales
273657,g__rc4-4
840668,f__Legionellaceae
591986,g__KD1-23
591987,f__SHA-116
206961,o__S-BQ2-57
206963,c__Ellin6529
4140869,f__Chitinophagaceae
31197,f__Alteromonadaceae
302105,o__Clostridiales
354922,f__Xenococcaceae
4372003,g__Parabacteroides
324926,g__Lactobacillus
299687,f__S24-7
299680,g__Ruminococcus
4372004,g__Geobacter
553414,c__TM7-1
562701,c__Mollicutes
3445938,f__Desulfobacteraceae
514053,f__Sinobacteraceae
810392,c__SJA-4
792985,g__Candidatus_Portiera
521023,c__ZB2
792981,f__Halobacteriaceae
524763,o__Bacteroidales
524760,c__OS-K
73570,s__curvus
172464,o__Clostridiales
767422,g__HA73
4295781,f__Enterobacteriaceae
628226,f__Peptostreptococcaceae
628225,c__[Chloracidobacteria]
511297,c__Gemm-5
511294,f__Aerococcaceae
272303,o__Clostridiales
341089,f__Lachnospiraceae
244553,o__Chlamydiales
244551,g__Candidatus_Methylomirabilis
244554,f__[Balneolaceae]
269586,f__Lachnospiraceae
4295783,f__Ruminococcaceae
244559,c__koll11
185763,s__prausnitzii
211309,o__WD2101
630967,g__HTCC2207
185767,o__Clostridiales
185765,g__Coprococcus
590637,o__Acidimicrobiales
590635,f__Porphyromonadaceae
715608,o__Rhodospirillales
590632,f__Flammeovirgaceae
590630,g__Sulfurimonas
809807,g__Sulfobacillus
809800,o__BPC076
1611781,c__3BR-5F
456393,g__Lactobacillus
1799396,o__Haptophyceae
557467,f__Ellin5301
3984587,f__Desulfobacteraceae
817857,f__Saprospiraceae
819875,s__dispersa
557462,c__Gemm-2
192542,g__Blautia
904468,g__Rubrobacter
4365865,f__OM60
4365866,f__Coxiellaceae
1582784,f__Aurantimonadaceae
4437194,f__Puniceicoccaceae
4437190,s__veronii
514512,s__copri
834276,o__GMD14H09
277081,o__Clostridiales
1078527,f__Planococcaceae
311867,s__johnsonii
559489,g__Laceyella
559488,f__Lachnospiraceae
3374785,o__Bacteroidales
177172,g__Coprococcus
3374787,o__Bacteroidales
177176,g__Blautia
177175,f__Lachnospiraceae
177179,g__Christensenella
4378091,f__Desulfobulbaceae
4378096,c__OM190
4146623,g__Fluviicola
4378094,f__Helicobacteraceae
4378095,f__Helicobacteraceae
1130471,f__Pelagibacteraceae
2468659,o__Bacteroidales
539306,f__Lachnospiraceae
510987,f__Hyphomicrobiaceae
550164,f__Cytophagaceae
328739,c__Alphaproteobacteria
4327572,c__Deltaproteobacteria
4396248,g__Coprobacillus
749563,f__Microbacteriaceae
667621,g__Enterococcus
4371724,g__Ruminococcus
1120868,g__Methylomonas
4475488,f__Desulfobacteraceae
236259,c__ZB2
661278,f__Bacillaceae
9402,s__doudoroffii
236255,g__DA101
568706,f__SUP05
289723,g__Prevotella
4426163,g__Prevotella
246958,p__BRC1
246959,o__Flavobacteriales
821401,g__Butyrivibrio
4476548,g__Methylobacterium
4476547,f__Oxalobacteraceae
588605,g__Arthrobacter
246952,f__Chitinophagaceae
587539,f__Saprospiraceae
1116833,o__CL500-15
134121,f__Microbacteriaceae
587530,s__dolichum
291248,f__Ruminococcaceae
587532,o__Cardiobacteriales
587534,g__Rubrobacter
579933,s__odoratimimus
1125335,o__Myxococcales
899137,c__[Fimbriimonadia]
546621,f__Cryomorphaceae
4438414,f__Rhodobacteraceae
135878,g__Treponema
197988,g__Oscillospira
4438418,f__Sediment-4
4423602,f__Flavobacteriaceae
4423603,s__maitriensis
4423600,s__maitriensis
823801,f__Pirellulaceae
4247767,o__AKAU3564
281360,f__Rhodospirillaceae
823809,g__Ochrobactrum
1117128,c__OPB41
1117129,f__Anaerolinaceae
719608,f__Rhodobacteraceae
605445,f__Koribacteraceae
194425,g__Oscillospira
804011,o__Burkholderiales
317015,g__SJA-88
920225,o__Acidimicrobiales
291131,o__Bacteroidales
317012,f__Ruminococcaceae
317013,g__Treponema
804019,o__E29
4327286,g__Corynebacterium
1656466,f__Caldilineaceae
4369819,s__firmus
133435,o__Clostridiales
329464,g__Butyrivibrio
4113009,f__Lachnospiraceae
578147,f__Ruminococcaceae
1122072,g__Methylomicrobium
175155,f__S24-7
4469499,g__Desulfococcus
2539586,g__Spirochaeta
164271,o__Alteromonadales
4469493,g__Blvii28
4469492,f__Rhodocyclaceae
3532622,f__OM60
1132837,g__Lysobacter
4095576,g__Bdellovibrio
512587,f__Vibrionaceae
4472796,s__fragilis
1132833,g__Marivita
4390055,f__Rhodobacteraceae
1137819,o__Sphingobacteriales
256163,g__Rubrobacter
324733,g__Catenibacterium
324732,f__Sphingobacteriaceae
14374,g__Paenibacillus
14375,g__Paenibacillus
4458460,f__C111
4318319,f__Ruminococcaceae
2881190,c__ABY1
4377373,g__Ureaplasma
2881192,c__TM1
4377371,g__Mycoplasma
2881195,c__Gemm-5
4318315,o__Clostridiales
4318314,o__YS2
146214,g__Aquimarina
4360991,f__Clostridiaceae
1114475,o__DRC31
243677,f__Flavobacteriaceae
3915514,f__Pseudanabaenaceae
570134,f__Spirochaetaceae
2288949,c__MCG
66908,o__SJA-15
361928,o__Clostridiales
254961,g__Propionivibrio
1109012,c__PBS-25
66901,c__SJA-28
66902,g__Syntrophobacter
66903,g__Dehalobacter_Syntrophobotulus
542631,c__Gemm-2
361927,f__Rikenellaceae
316765,g__Streptococcus
625159,g__Prevotella
316761,s__eggerthii
316760,f__Ruminococcaceae
3874399,s__kestanbolensis
1024636,g__Neisseria
803541,f__Rhodobacteraceae
355621,f__Lachnospiraceae
129635,o__Nitrospirales
417474,o__Elusimicrobiales
355625,o__Clostridiales
355627,g__YRC22
1541939,g__Prevotella
213877,g__Prevotella
213870,f__Ruminococcaceae
591519,f__Syntrophobacteraceae
174285,o__Clostridiales
174280,o__Clostridiales
40259,g__Natronincola_Anaerovirgula
153239,o__[Pedosphaerales]
174288,f__Ruminococcaceae
4367410,g__Sedimentibacter
218730,f__Acidobacteriaceae
195937,g__Blautia
195934,o__Clostridiales
1807238,f__Flavobacteriaceae
195931,o__Bacteroidales
777747,g__Sterolibacterium
262226,o__Rickettsiales
262227,g__Coprococcus
195938,o__Clostridiales
143130,g__Phyllobacterium
585394,g__Pseudoalteromonas
143131,f__Moraxellaceae
102388,g__Chryseobacterium
311087,o__Clostridiales
311080,g__Blautia
585398,o__iii1-15
462588,g__Staphylococcus
571709,o__iii1-15
789621,g__Campylobacter
960463,g__Acinetobacter
289990,f__Pasteurellaceae
4376028,f__[Marinicellaceae]
110723,f__Lachnospiraceae
4330690,f__Flammeovirgaceae
4330691,c__OP11-1
4330692,g__Octadecabacter
4330693,f__Rhodobacteraceae
833849,g__Lactobacillus
7722,g__Francisella
4381737,k__Bacteria
766238,g__HTCC
574097,c__Deltaproteobacteria
4359608,f__Hyphomicrobiaceae
1708706,g__Hydrogenophaga
4359607,f__Caldilineaceae
289015,f__Ruminococcaceae
703846,o__Bacillales
519054,o__JG30-KF-CM45
519052,o__Euglenozoa
543942,g__Acinetobacter
3478700,f__Pirellulaceae
3478701,f__A4b
3478703,f__Rhodobacteraceae
3478704,o__Stramenopiles
3478707,f__Alcaligenaceae
829215,f__AEGEAN_185
882782,f__S24-7
882780,s__epidermidis
4432284,f__Lachnospiraceae
354574,g__Bilophila
975341,f__Geodermatophilaceae
4479600,g__Fusobacterium
4479603,s__melaninogenica
882788,g__Anaerococcus
3604842,f__Helicobacteraceae
3604843,f__Campylobacteraceae
149293,f__Rhodocyclaceae
881253,f__A4b
254067,o__Bacteroidales
261758,c__PRR-11
195723,g__Blautia
258056,f__EB1017
880783,f__HTCC2089
310354,g__Clostridium
322194,f__Ruminococcaceae
2426770,s__menziesii
634450,f__Ruminococcaceae
807734,f__Methylophilaceae
322198,c__Gemm-2
4420726,p__KSB3
2241615,g__Paludibacter
635323,f__Sphingomonadaceae
1118788,f__EB1017
806063,f__Ellin6075
536496,g__Paludibacter
4325506,o__Chroococcales
4405531,s__fasciatum
4325509,s__peoriensis
773533,f__SUP05
913345,f__Methylocystaceae
773538,g__Rubrobacter
199137,g__Coprococcus
11428,s__obscurus
3343020,o__AKAU3564
639882,f__Syntrophobacteraceae
830221,c__Deltaproteobacteria
990779,c__Chloroplast
4396045,g__Wandonia
201245,g__Agrobacterium
931952,o__SBla14
11427,s__aggregatus
931950,g__Streptococcus
3913154,f__Spirochaetaceae
294248,f__Helicobacteraceae
1842075,s__hydrogeniformans
3913153,o__YS2
3196019,f__Haliangiaceae
294246,f__Ruminococcaceae
215266,g__Dialister
4484193,f__Xanthomonadaceae
155309,f__Rhodobacteraceae
769571,c__MBGA
215269,f__Ruminococcaceae
251257,f__Rikenellaceae
251255,o__Burkholderiales
251254,c__Dehalococcoidetes
261355,c__BD4-9
888337,p__FBP
260482,f__Dehalococcoidaceae
260483,f__[Mogibacteriaceae]
3029073,g__Desulfococcus
566396,g__Brevibacterium
152928,f__Caldilineaceae
171217,g__Citrobacter
300357,s__perfringens
300355,f__Coriobacteriaceae
3363383,p__Proteobacteria
4315255,f__Verrucomicrobiaceae
4315254,f__Legionellaceae
4315250,g__Rhodoferax
4315253,f__Bacteriovoracaceae
27657,c__SM1A07
186116,g__Saprospira
4315258,g__Paludibacter
2362533,o__CV90
2290176,o__YS2
4404665,f__Flavobacteriaceae
4404660,o__Sva0725
850066,f__Ruminococcaceae
289161,g__Coprococcus
4314780,f__Rhodospirillaceae
4314785,f__Coxiellaceae
698294,s__aminovorans
295289,f__Syntrophaceae
4391243,f__SHA-31
42664,s__campisalis
4268506,f__Lachnospiraceae
3356860,p__GN01
210722,g__Rhodoplanes
265503,s__gnavus
241991,f__Comamonadaceae
4390196,f__Desulfohalobiaceae
301449,g__Clostridium
264676,c__SM1A07
4390198,p__OD1
264673,s__veronii
295119,o__Bacteroidales
99439,s__maritypicum
495067,g__Corynebacterium
295111,g__Prevotella
167964,g__Deinococcus
1991834,f__Chitinophagaceae
78300,g__Candidatus_Azobacteroides
195166,g__Blautia
195167,f__Thermoproteaceae
168296,f__Phyllobacteriaceae
672533,p__GAL15
195168,o__Chlorophyta
4446818,o__d113
4446819,o__Sva0725
2420521,f__Desulfobacteraceae
892717,o__Rhodospirillales
330979,g__S1
4443336,o__MSBL9
759464,f__Phormidiaceae
239588,g__HTCC
4443339,f__Bacteroidaceae
4314124,g__Clostridium
4314125,f__Ruminococcaceae
4314126,f__Ruminococcaceae
731141,c__SAW1_B44
309403,g__p-75-a5
906716,s__acnes
1052390,g__Facklamia
4473119,g__BF311
194417,g__Coprococcus
194416,s__producta
194415,f__Lachnospiraceae
1106275,f__5B-12
335459,o__Chromatiales
757482,c__B142
3952118,f__A4b
2493172,o__Bacteroidales
335452,c__koll11
571305,f__Sphingobacteriaceae
335454,f__ACK-M1
4416230,o__MSBL3
255205,o__Oceanospirillales
3046189,s__infantis
1128003,g__Paenibacillus
433016,g__Methanoculleus
543114,f__koll13
156592,f__Porphyromonadaceae
74629,f__[Chlorothrixaceae]
216180,f__Chitinophagaceae
4417185,s__muciniphila
143031,f__Coriobacteriaceae
156599,f__Thermogemmatisporaceae
4362236,g__Candidatus_Phytoplasma
143037,o__Dehalococcoidales
216189,f__Gaiellaceae
4428313,g__Lactobacillus
2158022,o__AKAU3564
1108185,o__GIF9
4408801,g__Oscillospira
168439,f__Ruminococcaceae
1136676,s__lutiphocae
4380227,f__Cytophagaceae
151649,g__Microbacterium
4060321,o__PBS-III-9
151647,o__Clostridiales
151646,g__Acinetobacter
160609,f__Alcaligenaceae
1008436,g__Streptococcus
2355038,f__Ignavibacteriaceae
1419,g__Deinococcus
4445537,o__TG3-1
566860,g__Symbiobacterium
1410,g__Deinococcus
253075,c__Gemmatimonadetes
4407586,g__Streptococcus
523782,f__Lachnospiraceae
4409770,f__Sphingomonadaceae
4407580,o__WCHB1-41
2393156,g__Sulfurimonas
4294964,f__Comamonadaceae
4412998,f__Bacteriovoracaceae
109522,o__[Pedosphaerales]
4382411,c__Gemm-3
299918,s__luteciae
1118571,g__Ornithobacterium
299917,o__Bacteroidales
197144,f__Ruminococcaceae
299911,f__Ruminococcaceae
197146,f__Lachnospiraceae
268818,c__Gemm-1
189028,s__antarcticae1
3581597,c__MCG
106955,o__Solibacterales
106954,o__[Pedosphaerales]
938614,s__aeria
106952,s__aleyrodidarum
3002429,s__flexus
637584,g__Methanosaeta
193609,g__Ruminococcus
157805,g__Butyricimonas
4307444,g__Proteiniclasticum
3250064,g__Paenibacillus
4392442,f__Rhodospirillaceae
4416434,o__Clostridiales
90031,s__sulfonivorans
159709,f__Ruminococcaceae
114101,c__Gemmatimonadetes
549642,f__Pirellulaceae
114102,g__Methylibium
801421,c__RB25
351274,o__Bacteroidales
535675,f__OM27
351272,f__[Barnesiellaceae]
181417,g__Blautia
290101,g__Dorea
181419,o__Clostridiales
340316,g__Leptolyngbya
1995665,o__SS1-B-03-39
105173,g__Bacillus
1147435,f__Flavobacteriaceae
308349,f__Halobacteriaceae
4301298,g__Bacteroides
831195,p__Tenericutes
1147432,f__Cytophagaceae
194925,o__Clostridiales
189647,f__Lachnospiraceae
308345,f__Flavobacteriaceae
150994,o__Sphingobacteriales
3037979,g__Chryseobacterium
224998,o__Methylococcales
1113497,f__OM60
1113495,g__Arcobacter
1146742,o__OPB54
145086,o__Rhodophyta
372146,g__Oscillospira
612227,g__Syntrophus
2268709,c__PRR-11
509228,c__TM7-1
3965731,o__C20
509223,o__Acidimicrobiales
792258,o__Oceanospirillales
721930,s__p-1630-c5
1926934,o__mle1-8
515916,f__Piscirickettsiaceae
791504,o__iii1-15
4388133,o__Bacteroidales
791500,o__S-BQ2-57
4388134,o__Bacteroidales
55946,f__Ellin6075
809923,o__Nitrospirales
809921,f__Pirellulaceae
809926,o__BD7-3
2776986,f__Dethiosulfovibrionaceae
2776987,o__Legionellales
297180,o__Clostridiales
32348,f__Acetobacteraceae
3257594,g__Oscillospira
3396094,g__Corynebacterium
3228682,g__Polaribacter
3228684,f__Pasteurellaceae
745616,f__C111
333079,g__Ruminococcus
627001,f__Piscirickettsiaceae
632878,g__Marinobacter
535989,f__Pirellulaceae
558334,f__Hyphomicrobiaceae
368857,f__Flavobacteriaceae
986982,f__Gemmataceae
93838,o__iii1-15
292607,f__Coriobacteriaceae
579531,o__Stramenopiles
677803,g__Bacillus
579208,c__TM7-1
579538,g__Prevotella
509613,c__PBS-25
1135520,f__Ruminococcaceae
3095054,c__Gemm-1
511430,o__Acidimicrobiales
1145750,f__[Methanomassiliicoccaceae]
816610,f__Colwelliaceae
802883,f__Lachnospiraceae
176507,f__Ruminococcaceae
639311,f__Acetobacteraceae
4137246,f__Rhodobacteraceae
802887,f__Desulfobacteraceae
111473,c__BD7-11
1112908,f__Rhodobacteraceae
3999266,p__CD12
113228,f__Haliangiaceae
781156,f__Nitrospiraceae
63800,o__LD1-PA13
345448,f__Clostridiaceae
113224,c__Gemm-1
2152285,g__Mycoplasma
182331,f__Lachnospiraceae
810619,f__Flavobacteriaceae
1039965,s__acnes
336164,g__Bacillus
4389660,f__Legionellaceae
810617,f__[Methanomassiliicoccaceae]
810615,o__Stramenopiles
1117498,c__SHA-109
4305316,f__Marinilabiaceae
1142110,f__Peptostreptococcaceae
1117491,o__Solirubrobacterales
1142119,g__Zoogloea
1117497,s__aculeolatus
4073431,f__Ruminococcaceae
565792,c__Alphaproteobacteria
265152,g__pMC1A4
317569,g__Spongiibacter
1896092,g__Gemmata
125235,g__Kingella
800980,c__SJA-4
1091567,p__WPS-2
143187,f__Cytophagaceae
266392,g__Coprococcus
690041,f__Sphingomonadaceae
551970,f__Isosphaeraceae
529219,s__sciuri
141956,g__Thermogymnomonas
143180,f__CW-1
1017266,g__Corynebacterium
2828240,c__3BR-5F
179805,c__Thermoprotei
1017263,o__Clostridiales
106179,g__Candidatus_Portiera
106178,f__Verrucomicrobiaceae
4480246,f__Peptostreptococcaceae
106173,f__Piscirickettsiaceae
296086,o__Solirubrobacterales
111509,o__Acidimicrobiales
3253746,o__iii1-15
4067875,p__SR1
230370,f__Ruminococcaceae
4428675,f__Ruminococcaceae
112173,f__Desulfobulbaceae
528049,c__ABY1
522023,g__Tissierella_Soehngenia
3897445,f__Pelagibacteraceae
4101013,f__Sphingomonadaceae
522025,g__Streptococcus
52859,g__Hyphomicrobium
2335999,o__Bacteroidales
823351,p__WS1
319260,f__[Mogibacteriaceae]
4393466,g__SMB53
270803,f__NB1-i
34931,g__Sinorhizobium
1145464,f__Rhodobacteraceae
2440264,g__Marinomonas
1145466,g__Sedimentibacter
718829,c__Gemm-2
572435,o__WCHB1-50
1145468,g__Methylophaga
226909,c__VHS-B5-50
702083,f__Rhodobacteraceae
806708,f__Rhodobacteraceae
676150,o__S-70
226905,f__M1PL1-46
226906,g__Methylibium
569584,f__Lachnospiraceae
569581,o__Clostridiales
103049,g__Veillonella
138826,g__Erwinia
272401,f__S24-7
138829,o__Bacteroidales
316217,g__Desulfobacter
316211,f__Lachnospiraceae
272407,g__Ruminococcus
4337055,f__Peptococcaceae
4367385,s__haloduranse2
454878,p__AC1
552271,p__AC1
261774,g__Corynebacterium
4349425,f__Peptococcaceae
691311,o__HydGC-84-221A
620341,c__PBS-25
238101,g__Candidatus_Methanoregula
238104,c__PRR-11
238105,g__Halomicronema
1063759,g__Corynebacterium
641987,g__Coprococcus
106006,f__Bacteriovoracaceae
238109,g__Polaromonas
3157368,g__Microcoleus
288052,f__S24-7
1531634,f__Rhodobacteraceae
2216525,f__Erysipelotrichaceae
360504,f__Lachnospiraceae
2307695,f__Lachnospiraceae
360500,f__Acetobacteraceae
231428,g__Vibrio
1110773,c__Gammaproteobacteria
87442,s__ochracea
173273,f__p-2534-18B5
360508,s__formigenes
903024,c__Gammaproteobacteria
110458,f__Christensenellaceae
557988,f__A4b
557984,f__Coxiellaceae
557980,o__Bacteroidales
557983,g__DA101
810307,g__Planctomyces
4307294,f__Methylomirabiliaceae
180615,g__Blautia
233487,f__Colwelliaceae
228374,f__S24-7
171696,f__Acetobacteraceae
4453748,g__Sporosarcina
26701,f__Xanthomonadaceae
4371095,f__Desulfarculaceae
366907,f__Rhodospirillaceae
234135,f__Pelagibacteraceae
